table,record_id,filename,expected_path,backup_path,sibling_source_path
rich_rich_files,4768,Media_Audio.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/768/original/Media_Audio.png,,
rich_rich_files,4769,Media_Audio.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/769/original/Media_Audio.png,,
rich_rich_files,4770,2026-04-09 102820.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/770/original/2026-04-09 102820.png,,
rich_rich_files,4771,Media_Setup for this camera is not available.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/771/original/Media_Setup for this camera is not available.png,,
rich_rich_files,4772,Media_No camera is added.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/772/original/Media_No camera is added.png,,
rich_rich_files,4773,Media_Save.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/773/original/Media_Save.png,,
rich_rich_files,4774,Media_Save.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/774/original/Media_Save.png,,
rich_rich_files,4775,Media_Failed to save.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/775/original/Media_Failed to save.png,,
rich_rich_files,4776,Media_Failed to save..png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/776/original/Media_Failed to save..png,,
rich_rich_files,4777,Media_Dialog.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/777/original/Media_Dialog.png,,
rich_rich_files,4778,Media_Dialog.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/778/original/Media_Dialog.png,,
rich_rich_files,4779,20260409 1406.PNG,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/779/original/20260409 1406.PNG,,
rich_rich_files,4780,20260409 memory.PNG,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/780/original/20260409 memory.PNG,,
rich_rich_files,4781,Media_Tooltip.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/781/original/Media_Tooltip.png,,
rich_rich_files,4782,Media_Tooltip.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/782/original/Media_Tooltip.png,,
rich_rich_files,4783,Media_Policy.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/783/original/Media_Policy.png,,
rich_rich_files,4784,Media_Constant bit rate.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/784/original/Media_Constant bit rate.png,,
rich_rich_files,4785,Media_藍圈圈.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/785/original/Media_藍圈圈.png,,
rich_rich_files,4786,Media_藍圈圈.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/786/original/Media_藍圈圈.png,,
rich_rich_files,4787,Media_ROI.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/787/original/Media_ROI.png,,
rich_rich_files,4788,Media_ROI.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/788/original/Media_ROI.png,,
rich_rich_files,4789,Media_ROI.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/789/original/Media_ROI.png,,
rich_rich_files,4790,Media_Create ROI.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/790/original/Media_Create ROI.png,,
rich_rich_files,4791,Media_Create ROI.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/791/original/Media_Create ROI.png,,
rich_rich_files,4792,Media_Create ROI.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/792/original/Media_Create ROI.png,,
rich_rich_files,4793,Media_Create ROI_Element.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/793/original/Media_Create ROI_Element.png,,
rich_rich_files,4794,Media_ROI 游標.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/794/original/Media_ROI 游標.png,,
rich_rich_files,4795,Media_Copy.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/795/original/Media_Copy.png,,
rich_rich_files,4796,Media_Copy.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/796/original/Media_Copy.png,,
rich_rich_files,4797,Media_Copy.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/797/original/Media_Copy.png,,
rich_rich_files,4798,Media_Copy.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/798/original/Media_Copy.png,,
rich_rich_files,4799,Media_Copy Dialog.PNG,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/799/original/Media_Copy Dialog.PNG,,
rich_rich_files,4800,Media_Copy Dialog.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/800/original/Media_Copy Dialog.png,,
rich_rich_files,4801,Media_Copy Dialog.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/801/original/Media_Copy Dialog.png,,
rich_rich_files,4802,Bookmark_Grid.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/802/original/Bookmark_Grid.png,,
rich_rich_files,4803,20260410 1400.PNG,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/803/original/20260410 1400.PNG,,
rich_rich_files,4804,20260410 memory.PNG,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/804/original/20260410 memory.PNG,,
rich_rich_files,4805,"Event, Recording的時間軸顯示超出範圍.png","/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/805/original/Event, Recording的時間軸顯示超出範圍.png",,
rich_rich_files,4806,螢幕擷取畫面 2026-04-09 133852.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/806/original/螢幕擷取畫面 2026-04-09 133852.png,,
rich_rich_files,4807,20260409_133944_391.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/807/original/20260409_133944_391.png,,
rich_rich_files,4808,螢幕擷取畫面 2026-04-09 150817.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/808/original/螢幕擷取畫面 2026-04-09 150817.png,,
rich_rich_files,4809,20260409_151511_586.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/809/original/20260409_151511_586.png,,
rich_rich_files,4810,螢幕擷取畫面 2026-04-09 161326.png,/home/dqa03/system/redmine_app/redmine_system/rich/rich_files/rich_files/000/004/810/original/螢幕擷取畫面 2026-04-09 161326.png,,
